close,epoch,high,low,open
3049.03,1770059700,3049.03,3043.962,3044.863
3050.484,1770060600,3053.991,3049.031,3049.031
3054.096,1770061500,3055.32,3050.498,3050.498
3056.952,1770062400,3056.952,3053.296,3054.109
3056.456,1770063300,3059.52,3055.917,3056.953
3059.767,1770064200,3060.644,3056.459,3056.459
3052.186,1770065100,3060.53,3048.557,3059.768
3056.709,1770066000,3056.709,3052.188,3052.188
3048.618,1770066900,3057.936,3048.392,3056.72
3045.964,1770067800,3051.271,3043.17,3048.62
3051.459,1770068700,3051.459,3045.971,3045.971
3048.019,1770069600,3051.645,3044.249,3051.46
3053.433,1770070500,3053.433,3048.025,3048.025
3055.222,1770071400,3057.433,3053.433,3053.433
3048.347,1770072300,3057.922,3047.217,3055.227
3049.285,1770073200,3049.418,3045.882,3048.361
3052.29,1770074100,3053.505,3049.299,3049.299
3050.081,1770075000,3054.225,3047.088,3052.296
3055.584,1770075900,3055.584,3050.088,3050.088
3056.567,1770076800,3056.98,3054.635,3055.591
3051.293,1770077700,3059.26,3050.985,3056.577
3051.42,1770078600,3053.863,3050.55,3051.294
3052.538,1770079500,3056.369,3051.424,3051.424
3056.587,1770080400,3056.587,3052.543,3052.543
3042.483,1770081300,3056.795,3042.285,3056.592
3044.061,1770082200,3044.061,3041.08,3042.485
3042.514,1770083100,3046.105,3040.366,3044.065
3042.479,1770084000,3043.204,3037.714,3042.514
3043.286,1770084900,3045.688,3040.993,3042.485
3040.538,1770085800,3044.584,3038.051,3043.288
3045.944,1770086700,3045.944,3040.54,3040.54
3044.916,1770087600,3047.486,3043.021,3045.948
3048.083,1770088500,3050.36,3044.927,3044.927
3050.084,1770089400,3052.591,3048.096,3048.096
3055.525,1770090300,3055.525,3050.093,3050.093
3050.804,1770091200,3056.617,3048.504,3055.527
3056.452,1770092100,3056.452,3050.806,3050.806
3051.431,1770093000,3061.813,3051.366,3056.459
3052.474,1770093900,3052.779,3048.391,3051.438
3051.847,1770094800,3054.848,3049.278,3052.475
3051.153,1770095700,3052.51,3046.954,3051.849
3045.58,1770096600,3051.295,3045.312,3051.157
3050.513,1770097500,3050.513,3045.585,3045.585
3053.676,1770098400,3053.777,3050.515,3050.515
3055.232,1770099300,3057.374,3053.634,3053.681
3053.741,1770100200,3057.566,3051.012,3055.234
3053.649,1770101100,3056.051,3050.483,3053.742
3048.489,1770102000,3054.799,3046.446,3053.658
3049.508,1770102900,3050.024,3045.736,3048.49
3042.736,1770103800,3050.471,3040.153,3049.513
3047.378,1770104700,3047.378,3042.747,3042.747
3048.082,1770105600,3048.082,3043.123,3047.391
3053.414,1770106500,3053.414,3048.084,3048.084
3055.606,1770107400,3056.026,3052.81,3053.424
3051.455,1770108300,3055.853,3049.719,3055.62
3045.233,1770109200,3054.074,3043.711,3051.465
3050.86,1770110100,3050.86,3045.241,3045.241
3056.341,1770111000,3056.341,3050.867,3050.867
3058.304,1770111900,3058.576,3055.426,3056.348
3057.303,1770112800,3062.586,3056.847,3058.307
3062.714,1770113700,3062.714,3057.304,3057.304
3061.771,1770114600,3063.014,3057.713,3062.714
3049.559,1770115500,3063.721,3047.611,3061.777
3053.447,1770116400,3053.447,3048.233,3048.442
3049.16,1770117300,3053.543,3047.489,3053.452
3050.08,1770118200,3052.652,3048.079,3049.17
3055.684,1770119100,3055.684,3050.092,3050.092
3050.091,1770120000,3056.831,3048.613,3055.692
3053.81,1770120900,3054.003,3050.094,3050.094
3049.089,1770121800,3055.497,3045.283,3053.816
3054.665,1770122700,3054.665,3049.092,3049.092
3053.995,1770123600,3059.145,3053.521,3054.676
3056.264,1770124500,3057.203,3053.873,3053.999
3056.189,1770125400,3061.02,3055.399,3056.275
3051.505,1770126300,3060.963,3051.297,3056.201
3056.998,1770127200,3056.998,3051.506,3051.506
