close,epoch,high,low,open
3043.484,1770059400,3043.484,3043.088,3043.088
3043.861,1770059460,3043.861,3043.496,3043.496
3044.192,1770059520,3044.192,3043.861,3043.861
3044.495,1770059580,3044.495,3044.193,3044.193
3044.862,1770059640,3044.862,3044.498,3044.498
3045.23,1770059700,3045.23,3044.863,3044.863
3044.12,1770059760,3045.427,3043.962,3045.233
3044.539,1770059820,3044.539,3044.121,3044.121
3044.891,1770059880,3044.891,3044.545,3044.545
3045.222,1770059940,3045.222,3044.901,3044.901
3045.617,1770060000,3045.617,3045.225,3045.225
3045.999,1770060060,3045.999,3045.623,3045.623
3046.403,1770060120,3046.403,3046.005,3046.005
3046.808,1770060180,3046.808,3046.409,3046.409
3047.195,1770060240,3047.195,3046.813,3046.813
3047.519,1770060300,3047.519,3047.197,3047.197
3047.871,1770060360,3047.871,3047.525,3047.525
3048.276,1770060420,3048.276,3047.876,3047.876
3048.641,1770060480,3048.641,3048.278,3048.278
3049.03,1770060540,3049.03,3048.643,3048.643
3049.381,1770060600,3049.381,3049.031,3049.031
3049.734,1770060660,3049.734,3049.382,3049.382
3050.173,1770060720,3050.173,3049.749,3049.749
3050.591,1770060780,3050.591,3050.175,3050.175
3050.99,1770060840,3050.99,3050.603,3050.603
3051.356,1770060900,3051.356,3051.002,3051.002
3051.736,1770060960,3051.736,3051.358,3051.358
3052.002,1770061020,3052.002,3051.736,3051.736
3052.372,1770061080,3052.372,3052.007,3052.007
3052.721,1770061140,3052.721,3052.385,3052.385
3053.096,1770061200,3053.096,3052.723,3052.723
3053.441,1770061260,3053.441,3053.105,3053.105
3053.801,1770061320,3053.801,3053.448,3053.448
3050.112,1770061380,3053.991,3049.964,3053.801
3050.484,1770061440,3050.484,3050.115,3050.115
3050.901,1770061500,3050.901,3050.498,3050.498
3051.307,1770061560,3051.307,3050.903,3050.903
3051.668,1770061620,3051.668,3051.311,3051.311
3052.023,1770061680,3052.023,3051.672,3051.672
3052.426,1770061740,3052.426,3052.033,3052.033
3052.786,1770061800,3052.786,3052.429,3052.429
3053.107,1770061860,3053.107,3052.788,3052.788
3053.4,1770061920,3053.4,3053.11,3053.11
3053.778,1770061980,3053.778,3053.406,3053.406
3054.164,1770062040,3054.164,3053.783,3053.783
3054.598,1770062100,3054.598,3054.173,3054.173
3054.951,1770062160,3054.951,3054.604,3054.604
3055.32,1770062220,3055.32,3054.96,3054.96
3053.787,1770062280,3053.787,3053.402,3053.402
3054.096,1770062340,3054.096,3053.793,3053.793
3054.506,1770062400,3054.506,3054.109,3054.109
3054.885,1770062460,3054.885,3054.509,3054.509
3055.247,1770062520,3055.247,3054.897,3054.897
3055.586,1770062580,3055.586,3055.253,3055.253
3053.375,1770062640,3055.848,3053.296,3055.592
3053.715,1770062700,3053.715,3053.379,3053.379
